instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
206,2011-01-09,Winter,2011,Jan,20,Not,Sun,Clear,0.14,0.1212,0.46,0.2537,0,38,38,Weekend,Ideal
207,2011-01-09,Winter,2011,Jan,21,Not,Sun,Clear,0.14,0.1061,0.46,0.4179,1,19,20,Weekend,Ideal
208,2011-01-09,Winter,2011,Jan,22,Not,Sun,Clear,0.14,0.1212,0.46,0.2985,5,10,15,Weekend,Ideal
209,2011-01-09,Winter,2011,Jan,23,Not,Sun,Clear,0.12,0.1364,0.5,0.194,0,6,6,Weekend,Ideal
210,2011-01-10,Winter,2011,Jan,0,Not,Mon,Clear,0.12,0.1212,0.5,0.2836,2,3,5,Weekday,Ideal
211,2011-01-10,Winter,2011,Jan,1,Not,Mon,Clear,0.12,0.1212,0.5,0.2836,1,0,1,Weekday,Ideal
212,2011-01-10,Winter,2011,Jan,2,Not,Mon,Clear,0.12,0.1212,0.5,0.2239,0,3,3,Weekday,Ideal
213,2011-01-10,Winter,2011,Jan,3,Not,Mon,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Weekday,Ideal
214,2011-01-10,Winter,2011,Jan,4,Not,Mon,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Weekday,Ideal
215,2011-01-10,Winter,2011,Jan,5,Not,Mon,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Weekday,Ideal
216,2011-01-10,Winter,2011,Jan,6,Not,Mon,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Weekday,Ideal
217,2011-01-10,Winter,2011,Jan,7,Not,Mon,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Weekday,Ideal
218,2011-01-10,Winter,2011,Jan,8,Not,Mon,Misty,0.12,0.1212,0.5,0.2836,4,184,188,Weekday,Ideal
219,2011-01-10,Winter,2011,Jan,9,Not,Mon,Misty,0.14,0.1212,0.5,0.2537,2,92,94,Weekday,Ideal
220,2011-01-10,Winter,2011,Jan,10,Not,Mon,Misty,0.14,0.1212,0.5,0.2985,0,31,31,Weekday,Ideal
221,2011-01-10,Winter,2011,Jan,11,Not,Mon,Misty,0.16,0.1364,0.47,0.2836,2,28,30,Weekday,Ideal
222,2011-01-10,Winter,2011,Jan,12,Not,Mon,Misty,0.2,0.1818,0.4,0.2836,5,47,52,Weekday,Too Dry
223,2011-01-10,Winter,2011,Jan,13,Not,Mon,Misty,0.2,0.1818,0.4,0.2836,4,50,54,Weekday,Too Dry
224,2011-01-10,Winter,2011,Jan,14,Not,Mon,Misty,0.2,0.197,0.4,0.2239,0,47,47,Weekday,Too Dry
225,2011-01-10,Winter,2011,Jan,15,Not,Mon,Misty,0.2,0.197,0.4,0.2239,2,43,45,Weekday,Too Dry
226,2011-01-10,Winter,2011,Jan,16,Not,Mon,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Weekday,Too Dry
227,2011-01-10,Winter,2011,Jan,17,Not,Mon,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Weekday,Too Dry
228,2011-01-10,Winter,2011,Jan,18,Not,Mon,Clear,0.2,0.197,0.4,0.2239,1,154,155,Weekday,Too Dry
229,2011-01-10,Winter,2011,Jan,19,Not,Mon,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Weekday,Ideal
230,2011-01-10,Winter,2011,Jan,20,Not,Mon,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Weekday,Ideal
231,2011-01-10,Winter,2011,Jan,21,Not,Mon,Clear,0.14,0.1364,0.59,0.194,1,37,38,Weekday,Ideal
232,2011-01-10,Winter,2011,Jan,22,Not,Mon,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Weekday,Ideal
233,2011-01-10,Winter,2011,Jan,23,Not,Mon,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Weekday,Ideal
234,2011-01-11,Winter,2011,Jan,0,Not,Tue,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Weekday,Ideal
235,2011-01-11,Winter,2011,Jan,1,Not,Tue,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Weekday,Ideal
236,2011-01-11,Winter,2011,Jan,2,Not,Tue,Misty,0.16,0.1515,0.55,0.194,0,3,3,Weekday,Ideal
237,2011-01-11,Winter,2011,Jan,5,Not,Tue,Misty,0.16,0.1818,0.55,0.1343,0,6,6,Weekday,Ideal
238,2011-01-11,Winter,2011,Jan,6,Not,Tue,Misty,0.16,0.1818,0.55,0.1343,0,27,27,Weekday,Ideal
239,2011-01-11,Winter,2011,Jan,7,Not,Tue,Misty,0.16,0.2273,0.55,0.0,2,97,99,Weekday,Ideal
240,2011-01-11,Winter,2011,Jan,8,Not,Tue,Misty,0.18,0.2121,0.51,0.0896,3,214,217,Weekday,Ideal
241,2011-01-11,Winter,2011,Jan,9,Not,Tue,Misty,0.18,0.197,0.51,0.1642,3,127,130,Weekday,Ideal
242,2011-01-11,Winter,2011,Jan,10,Not,Tue,Misty,0.2,0.2121,0.51,0.1642,3,51,54,Weekday,Ideal
243,2011-01-11,Winter,2011,Jan,11,Not,Tue,Misty,0.2,0.2121,0.47,0.1343,4,31,35,Weekday,Ideal
244,2011-01-11,Winter,2011,Jan,12,Not,Tue,Misty,0.2,0.2273,0.51,0.1045,2,55,57,Weekday,Ideal
245,2011-01-11,Winter,2011,Jan,13,Not,Tue,Misty,0.2,0.2273,0.59,0.0896,6,46,52,Weekday,Ideal
246,2011-01-11,Winter,2011,Jan,14,Not,Tue,Misty,0.2,0.2273,0.59,0.0896,3,60,63,Weekday,Ideal
247,2011-01-11,Winter,2011,Jan,15,Not,Tue,Misty,0.16,0.197,0.8,0.0896,2,45,47,Weekday,Too Moist
248,2011-01-11,Winter,2011,Jan,16,Not,Tue,Misty,0.16,0.1515,0.86,0.2239,4,72,76,Weekday,Too Moist
249,2011-01-11,Winter,2011,Jan,17,Not,Tue,Misty,0.16,0.1515,0.86,0.2239,6,130,136,Weekday,Too Moist
250,2011-01-11,Winter,2011,Jan,18,Not,Tue,Light_Rain,0.16,0.1818,0.93,0.1045,1,94,95,Weekday,Too Moist
251,2011-01-11,Winter,2011,Jan,19,Not,Tue,Light_Rain,0.16,0.2273,0.93,0.0,0,51,51,Weekday,Too Moist
252,2011-01-11,Winter,2011,Jan,20,Not,Tue,Light_Rain,0.16,0.1515,0.93,0.194,0,32,32,Weekday,Too Moist
253,2011-01-11,Winter,2011,Jan,21,Not,Tue,Light_Rain,0.16,0.197,0.86,0.0896,0,20,20,Weekday,Too Moist
254,2011-01-11,Winter,2011,Jan,22,Not,Tue,Light_Rain,0.16,0.1818,0.93,0.1045,1,28,29,Weekday,Too Moist
255,2011-01-11,Winter,2011,Jan,23,Not,Tue,Light_Rain,0.16,0.197,0.93,0.0896,1,18,19,Weekday,Too Moist
256,2011-01-12,Winter,2011,Jan,0,Not,Wed,Misty,0.16,0.197,0.86,0.0896,0,7,7,Weekday,Too Moist
257,2011-01-12,Winter,2011,Jan,1,Not,Wed,Misty,0.16,0.1818,0.86,0.1045,0,6,6,Weekday,Too Moist
258,2011-01-12,Winter,2011,Jan,2,Not,Wed,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Weekday,Too Moist
259,2011-01-12,Winter,2011,Jan,5,Not,Wed,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Weekday,Too Moist
260,2011-01-12,Winter,2011,Jan,6,Not,Wed,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Weekday,Too Moist
261,2011-01-12,Winter,2011,Jan,7,Not,Wed,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Weekday,Too Moist
262,2011-01-12,Winter,2011,Jan,8,Not,Wed,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Weekday,Ideal
263,2011-01-12,Winter,2011,Jan,9,Not,Wed,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Weekday,Ideal
264,2011-01-12,Winter,2011,Jan,10,Not,Wed,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Weekday,Ideal
265,2011-01-12,Winter,2011,Jan,11,Not,Wed,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Weekday,Ideal
266,2011-01-12,Winter,2011,Jan,12,Not,Wed,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Weekday,Ideal
267,2011-01-12,Winter,2011,Jan,13,Not,Wed,Clear,0.22,0.197,0.44,0.3582,0,49,49,Weekday,Too Dry
268,2011-01-12,Winter,2011,Jan,14,Not,Wed,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Weekday,Ideal
269,2011-01-12,Winter,2011,Jan,15,Not,Wed,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Weekday,Ideal
270,2011-01-12,Winter,2011,Jan,16,Not,Wed,Clear,0.22,0.197,0.44,0.3284,5,63,68,Weekday,Too Dry
271,2011-01-12,Winter,2011,Jan,17,Not,Wed,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Weekday,Ideal
272,2011-01-12,Winter,2011,Jan,18,Not,Wed,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Weekday,Ideal
273,2011-01-12,Winter,2011,Jan,19,Not,Wed,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Weekday,Ideal
274,2011-01-12,Winter,2011,Jan,20,Not,Wed,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Weekday,Ideal
275,2011-01-12,Winter,2011,Jan,21,Not,Wed,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Weekday,Ideal
276,2011-01-12,Winter,2011,Jan,22,Not,Wed,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Weekday,Ideal
277,2011-01-12,Winter,2011,Jan,23,Not,Wed,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Weekday,Ideal
278,2011-01-13,Winter,2011,Jan,0,Not,Thur,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Weekday,Ideal
279,2011-01-13,Winter,2011,Jan,1,Not,Thur,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Weekday,Ideal
280,2011-01-13,Winter,2011,Jan,2,Not,Thur,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Weekday,Ideal
281,2011-01-13,Winter,2011,Jan,3,Not,Thur,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Weekday,Ideal
282,2011-01-13,Winter,2011,Jan,4,Not,Thur,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Weekday,Ideal
283,2011-01-13,Winter,2011,Jan,5,Not,Thur,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Weekday,Ideal
284,2011-01-13,Winter,2011,Jan,6,Not,Thur,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Weekday,Ideal
285,2011-01-13,Winter,2011,Jan,7,Not,Thur,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Weekday,Ideal
286,2011-01-13,Winter,2011,Jan,8,Not,Thur,Clear,0.14,0.1364,0.5,0.194,5,197,202,Weekday,Ideal
287,2011-01-13,Winter,2011,Jan,9,Not,Thur,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Weekday,Ideal
288,2011-01-13,Winter,2011,Jan,10,Not,Thur,Misty,0.16,0.1364,0.5,0.3582,2,36,38,Weekday,Ideal
289,2011-01-13,Winter,2011,Jan,11,Not,Thur,Misty,0.2,0.1667,0.44,0.4478,4,33,37,Weekday,Too Dry
290,2011-01-13,Winter,2011,Jan,12,Not,Thur,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Weekday,Too Dry
291,2011-01-13,Winter,2011,Jan,13,Not,Thur,Clear,0.22,0.197,0.41,0.4478,2,81,83,Weekday,Too Dry
292,2011-01-13,Winter,2011,Jan,14,Not,Thur,Clear,0.22,0.197,0.41,0.3881,3,39,42,Weekday,Too Dry
293,2011-01-13,Winter,2011,Jan,15,Not,Thur,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Weekday,Too Dry
294,2011-01-13,Winter,2011,Jan,16,Not,Thur,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Weekday,Too Dry
295,2011-01-13,Winter,2011,Jan,17,Not,Thur,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Weekday,Too Dry
296,2011-01-13,Winter,2011,Jan,18,Not,Thur,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Weekday,Too Dry
297,2011-01-13,Winter,2011,Jan,19,Not,Thur,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Weekday,Ideal
298,2011-01-13,Winter,2011,Jan,20,Not,Thur,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Weekday,Ideal
299,2011-01-13,Winter,2011,Jan,21,Not,Thur,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Weekday,Ideal
300,2011-01-13,Winter,2011,Jan,22,Not,Thur,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Weekday,Ideal
301,2011-01-13,Winter,2011,Jan,23,Not,Thur,Clear,0.12,0.1364,0.5,0.194,1,14,15,Weekday,Ideal
302,2011-01-14,Winter,2011,Jan,0,Not,Fri,Clear,0.12,0.1364,0.5,0.194,0,14,14,Weekday,Ideal
303,2011-01-14,Winter,2011,Jan,1,Not,Fri,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Weekday,Ideal
304,2011-01-14,Winter,2011,Jan,2,Not,Fri,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Weekday,Ideal
305,2011-01-14,Winter,2011,Jan,3,Not,Fri,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Weekday,Ideal
306,2011-01-14,Winter,2011,Jan,5,Not,Fri,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Weekday,Ideal
307,2011-01-14,Winter,2011,Jan,6,Not,Fri,Clear,0.1,0.1818,0.54,0.0,0,17,17,Weekday,Ideal
308,2011-01-14,Winter,2011,Jan,7,Not,Fri,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Weekday,Too Moist
309,2011-01-14,Winter,2011,Jan,8,Not,Fri,Clear,0.12,0.1667,0.68,0.0,2,156,158,Weekday,Too Moist
310,2011-01-14,Winter,2011,Jan,9,Not,Fri,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Weekday,Too Moist
311,2011-01-14,Winter,2011,Jan,10,Not,Fri,Clear,0.18,0.1818,0.55,0.194,4,40,44,Weekday,Ideal
312,2011-01-14,Winter,2011,Jan,11,Not,Fri,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Weekday,Ideal
313,2011-01-14,Winter,2011,Jan,12,Not,Fri,Clear,0.2,0.197,0.44,0.2537,2,59,61,Weekday,Too Dry
314,2011-01-14,Winter,2011,Jan,13,Not,Fri,Clear,0.22,0.197,0.37,0.3881,4,73,77,Weekday,Too Dry
315,2011-01-14,Winter,2011,Jan,14,Not,Fri,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Weekday,Too Dry
316,2011-01-14,Winter,2011,Jan,15,Not,Fri,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Weekday,Too Dry
317,2011-01-14,Winter,2011,Jan,16,Not,Fri,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Weekday,Too Dry
318,2011-01-14,Winter,2011,Jan,17,Not,Fri,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Weekday,Too Dry
319,2011-01-14,Winter,2011,Jan,18,Not,Fri,Clear,0.2,0.2576,0.47,0.0,5,134,139,Weekday,Ideal
320,2011-01-14,Winter,2011,Jan,19,Not,Fri,Clear,0.16,0.197,0.59,0.0896,3,89,92,Weekday,Ideal
321,2011-01-14,Winter,2011,Jan,20,Not,Fri,Clear,0.18,0.2424,0.59,0.0,0,68,68,Weekday,Ideal
322,2011-01-14,Winter,2011,Jan,21,Not,Fri,Clear,0.16,0.2273,0.69,0.0,4,48,52,Weekday,Too Moist
323,2011-01-14,Winter,2011,Jan,22,Not,Fri,Misty,0.16,0.2273,0.69,0.0,2,34,36,Weekday,Too Moist
324,2011-01-14,Winter,2011,Jan,23,Not,Fri,Misty,0.18,0.2424,0.55,0.0,1,26,27,Weekday,Ideal
325,2011-01-15,Winter,2011,Jan,0,Not,Sat,Clear,0.18,0.2424,0.55,0.0,3,25,28,Weekend,Ideal
326,2011-01-15,Winter,2011,Jan,1,Not,Sat,Misty,0.16,0.197,0.59,0.0896,2,18,20,Weekend,Ideal
327,2011-01-15,Winter,2011,Jan,2,Not,Sat,Misty,0.16,0.197,0.59,0.0896,0,12,12,Weekend,Ideal
328,2011-01-15,Winter,2011,Jan,3,Not,Sat,Misty,0.16,0.2273,0.59,0.0,1,7,8,Weekend,Ideal
329,2011-01-15,Winter,2011,Jan,4,Not,Sat,Misty,0.16,0.2273,0.59,0.0,0,5,5,Weekend,Ideal
330,2011-01-15,Winter,2011,Jan,5,Not,Sat,Clear,0.16,0.2273,0.59,0.0,0,1,1,Weekend,Ideal
331,2011-01-15,Winter,2011,Jan,6,Not,Sat,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Weekend,Ideal
332,2011-01-15,Winter,2011,Jan,7,Not,Sat,Clear,0.14,0.2121,0.63,0.0,1,9,10,Weekend,Ideal
333,2011-01-15,Winter,2011,Jan,8,Not,Sat,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Weekend,Ideal
334,2011-01-15,Winter,2011,Jan,9,Not,Sat,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Weekend,Ideal
335,2011-01-15,Winter,2011,Jan,10,Not,Sat,Clear,0.18,0.197,0.59,0.1642,2,57,59,Weekend,Ideal
336,2011-01-15,Winter,2011,Jan,11,Not,Sat,Clear,0.2,0.197,0.55,0.2239,18,54,72,Weekend,Ideal
337,2011-01-15,Winter,2011,Jan,12,Not,Sat,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Weekend,Ideal
338,2011-01-15,Winter,2011,Jan,13,Not,Sat,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Weekend,Too Dry
339,2011-01-15,Winter,2011,Jan,14,Not,Sat,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Weekend,Too Dry
340,2011-01-15,Winter,2011,Jan,15,Not,Sat,Misty,0.32,0.3182,0.36,0.194,21,108,129,Weekend,Too Dry
341,2011-01-15,Winter,2011,Jan,16,Not,Sat,Misty,0.34,0.3333,0.34,0.194,33,95,128,Weekend,Too Dry
342,2011-01-15,Winter,2011,Jan,17,Not,Sat,Misty,0.32,0.303,0.36,0.2836,29,54,83,Weekend,Too Dry
343,2011-01-15,Winter,2011,Jan,18,Not,Sat,Misty,0.3,0.2879,0.45,0.2537,15,69,84,Weekend,Ideal
344,2011-01-15,Winter,2011,Jan,19,Not,Sat,Misty,0.32,0.303,0.39,0.2537,14,60,74,Weekend,Too Dry
345,2011-01-15,Winter,2011,Jan,20,Not,Sat,Misty,0.32,0.303,0.39,0.2537,6,35,41,Weekend,Too Dry
346,2011-01-15,Winter,2011,Jan,21,Not,Sat,Misty,0.32,0.303,0.39,0.2239,6,51,57,Weekend,Too Dry
347,2011-01-15,Winter,2011,Jan,22,Not,Sat,Misty,0.3,0.3182,0.42,0.1045,0,26,26,Weekend,Too Dry
348,2011-01-15,Winter,2011,Jan,23,Not,Sat,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Weekend,Ideal
349,2011-01-16,Winter,2011,Jan,0,Not,Sun,Clear,0.26,0.303,0.56,0.0,6,33,39,Weekend,Ideal
350,2011-01-16,Winter,2011,Jan,1,Not,Sun,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Weekend,Ideal
351,2011-01-16,Winter,2011,Jan,2,Not,Sun,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Weekend,Ideal
352,2011-01-16,Winter,2011,Jan,3,Not,Sun,Clear,0.22,0.2727,0.69,0.0,9,6,15,Weekend,Too Moist
353,2011-01-16,Winter,2011,Jan,4,Not,Sun,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Weekend,Ideal
354,2011-01-16,Winter,2011,Jan,5,Not,Sun,Misty,0.26,0.2576,0.56,0.1642,1,1,2,Weekend,Ideal
355,2011-01-16,Winter,2011,Jan,6,Not,Sun,Misty,0.26,0.2576,0.56,0.1642,0,1,1,Weekend,Ideal
356,2011-01-16,Winter,2011,Jan,7,Not,Sun,Misty,0.24,0.2121,0.56,0.2985,0,3,3,Weekend,Ideal
357,2011-01-16,Winter,2011,Jan,8,Not,Sun,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Weekend,Ideal
358,2011-01-16,Winter,2011,Jan,9,Not,Sun,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Weekend,Ideal
359,2011-01-16,Winter,2011,Jan,10,Not,Sun,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Weekend,Ideal
360,2011-01-16,Winter,2011,Jan,11,Not,Sun,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Weekend,Too Dry
361,2011-01-16,Winter,2011,Jan,12,Not,Sun,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Weekend,Too Dry
362,2011-01-16,Winter,2011,Jan,13,Not,Sun,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Weekend,Too Dry
363,2011-01-16,Winter,2011,Jan,14,Not,Sun,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Weekend,Too Dry
364,2011-01-16,Winter,2011,Jan,15,Not,Sun,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Weekend,Too Dry
365,2011-01-16,Winter,2011,Jan,16,Not,Sun,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Weekend,Too Dry
366,2011-01-16,Winter,2011,Jan,17,Not,Sun,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Weekend,Too Dry
367,2011-01-16,Winter,2011,Jan,18,Not,Sun,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Weekend,Too Dry
368,2011-01-16,Winter,2011,Jan,19,Not,Sun,Clear,0.18,0.197,0.47,0.1343,14,47,61,Weekend,Ideal
369,2011-01-16,Winter,2011,Jan,20,Not,Sun,Clear,0.18,0.197,0.47,0.1642,7,50,57,Weekend,Ideal
370,2011-01-16,Winter,2011,Jan,21,Not,Sun,Clear,0.18,0.197,0.51,0.1642,6,22,28,Weekend,Ideal
371,2011-01-16,Winter,2011,Jan,22,Not,Sun,Misty,0.2,0.2121,0.49,0.1343,2,19,21,Weekend,Ideal
372,2011-01-16,Winter,2011,Jan,23,Not,Sun,Misty,0.2,0.2273,0.4,0.1045,0,18,18,Weekend,Too Dry
373,2011-01-17,Winter,2011,Jan,0,Yes,Mon,Misty,0.2,0.197,0.47,0.2239,1,16,17,Weekday,Ideal
374,2011-01-17,Winter,2011,Jan,1,Yes,Mon,Misty,0.2,0.197,0.44,0.194,1,15,16,Weekday,Too Dry
375,2011-01-17,Winter,2011,Jan,2,Yes,Mon,Misty,0.18,0.1667,0.43,0.2537,0,8,8,Weekday,Too Dry
376,2011-01-17,Winter,2011,Jan,3,Yes,Mon,Misty,0.18,0.1818,0.43,0.194,0,2,2,Weekday,Too Dry
377,2011-01-17,Winter,2011,Jan,4,Yes,Mon,Misty,0.18,0.197,0.43,0.1343,1,2,3,Weekday,Too Dry
378,2011-01-17,Winter,2011,Jan,5,Yes,Mon,Misty,0.18,0.197,0.43,0.1642,0,1,1,Weekday,Too Dry
379,2011-01-17,Winter,2011,Jan,6,Yes,Mon,Misty,0.18,0.1818,0.43,0.194,0,5,5,Weekday,Too Dry
380,2011-01-17,Winter,2011,Jan,7,Yes,Mon,Misty,0.16,0.1818,0.5,0.1343,4,9,13,Weekday,Ideal
381,2011-01-17,Winter,2011,Jan,8,Yes,Mon,Misty,0.16,0.1515,0.47,0.2239,3,30,33,Weekday,Ideal
382,2011-01-17,Winter,2011,Jan,9,Yes,Mon,Misty,0.16,0.1515,0.47,0.2239,8,39,47,Weekday,Ideal
383,2011-01-17,Winter,2011,Jan,10,Yes,Mon,Misty,0.16,0.1515,0.5,0.2537,7,50,57,Weekday,Ideal
384,2011-01-17,Winter,2011,Jan,11,Yes,Mon,Misty,0.16,0.1515,0.55,0.194,9,55,64,Weekday,Ideal
385,2011-01-17,Winter,2011,Jan,12,Yes,Mon,Misty,0.18,0.197,0.47,0.1343,10,70,80,Weekday,Ideal
386,2011-01-17,Winter,2011,Jan,13,Yes,Mon,Misty,0.18,0.197,0.47,0.1343,13,80,93,Weekday,Ideal
387,2011-01-17,Winter,2011,Jan,14,Yes,Mon,Misty,0.18,0.2121,0.43,0.1045,12,74,86,Weekday,Too Dry
388,2011-01-17,Winter,2011,Jan,15,Yes,Mon,Misty,0.2,0.2121,0.47,0.1642,21,72,93,Weekday,Ideal
389,2011-01-17,Winter,2011,Jan,16,Yes,Mon,Misty,0.2,0.2121,0.47,0.1642,6,76,82,Weekday,Ideal
390,2011-01-17,Winter,2011,Jan,17,Yes,Mon,Clear,0.2,0.197,0.51,0.194,4,67,71,Weekday,Ideal
391,2011-01-17,Winter,2011,Jan,18,Yes,Mon,Misty,0.18,0.1667,0.55,0.2537,7,85,92,Weekday,Ideal
392,2011-01-17,Winter,2011,Jan,19,Yes,Mon,Light_Rain,0.18,0.1818,0.59,0.194,2,58,60,Weekday,Ideal
393,2011-01-17,Winter,2011,Jan,20,Yes,Mon,Light_Rain,0.16,0.1515,0.8,0.194,4,29,33,Weekday,Too Moist
394,2011-01-17,Winter,2011,Jan,21,Yes,Mon,Light_Rain,0.16,0.1515,0.8,0.194,3,24,27,Weekday,Too Moist
395,2011-01-17,Winter,2011,Jan,22,Yes,Mon,Light_Rain,0.14,0.1212,0.93,0.2537,0,13,13,Weekday,Too Moist
396,2011-01-17,Winter,2011,Jan,23,Yes,Mon,Light_Rain,0.16,0.1364,0.86,0.2836,1,3,4,Weekday,Too Moist
397,2011-01-18,Winter,2011,Jan,12,Not,Tue,Misty,0.2,0.1818,0.86,0.3284,0,3,3,Weekday,Too Moist
398,2011-01-18,Winter,2011,Jan,13,Not,Tue,Misty,0.2,0.197,0.86,0.2239,0,22,22,Weekday,Too Moist
399,2011-01-18,Winter,2011,Jan,14,Not,Tue,Misty,0.22,0.2273,0.8,0.1642,2,26,28,Weekday,Too Moist
400,2011-01-18,Winter,2011,Jan,15,Not,Tue,Misty,0.22,0.2273,0.87,0.1642,3,32,35,Weekday,Too Moist
401,2011-01-18,Winter,2011,Jan,16,Not,Tue,Misty,0.22,0.2273,0.87,0.194,0,61,61,Weekday,Too Moist
402,2011-01-18,Winter,2011,Jan,17,Not,Tue,Misty,0.22,0.2273,0.82,0.194,1,124,125,Weekday,Too Moist
403,2011-01-18,Winter,2011,Jan,18,Not,Tue,Misty,0.22,0.2273,0.8,0.1642,1,132,133,Weekday,Too Moist
404,2011-01-18,Winter,2011,Jan,19,Not,Tue,Misty,0.22,0.2273,0.8,0.1343,1,98,99,Weekday,Too Moist
405,2011-01-18,Winter,2011,Jan,20,Not,Tue,Misty,0.22,0.2727,0.87,0.0,0,83,83,Weekday,Too Moist
406,2011-01-18,Winter,2011,Jan,21,Not,Tue,Misty,0.22,0.2424,0.93,0.1045,0,41,41,Weekday,Too Moist
407,2011-01-18,Winter,2011,Jan,22,Not,Tue,Misty,0.22,0.2576,0.93,0.0896,0,33,33,Weekday,Too Moist
408,2011-01-18,Winter,2011,Jan,23,Not,Tue,Misty,0.22,0.2727,0.93,0.0,1,19,20,Weekday,Too Moist
409,2011-01-19,Winter,2011,Jan,0,Not,Wed,Misty,0.22,0.2727,0.93,0.0,0,3,3,Weekday,Too Moist
410,2011-01-19,Winter,2011,Jan,1,Not,Wed,Light_Rain,0.22,0.2273,0.93,0.1343,1,6,7,Weekday,Too Moist
411,2011-01-19,Winter,2011,Jan,2,Not,Wed,Light_Rain,0.22,0.2273,0.93,0.1343,0,3,3,Weekday,Too Moist
